minute,day,hour,day_of_week,is_weekend,room,running_washers,running_dryers,wash_queue,dry_queue
6411,4,10,4,0,men,4,4,0,0
6412,4,10,4,0,men,4,4,0,0
6413,4,10,4,0,men,4,4,0,0
6414,4,10,4,0,men,4,4,0,0
6415,4,10,4,0,men,4,4,0,0
6416,4,10,4,0,men,4,4,0,0
6417,4,10,4,0,men,4,4,0,0
6418,4,10,4,0,men,5,4,0,0
6419,4,10,4,0,men,5,4,0,0
6420,4,11,4,0,men,5,4,0,0
6421,4,11,4,0,men,5,4,0,0
6422,4,11,4,0,men,6,4,0,0
6423,4,11,4,0,men,6,4,0,0
6424,4,11,4,0,men,6,4,0,0
6425,4,11,4,0,men,6,4,0,0
6426,4,11,4,0,men,5,5,0,0
6427,4,11,4,0,men,5,5,0,0
6428,4,11,4,0,men,6,4,0,0
6429,4,11,4,0,men,6,4,0,0
6430,4,11,4,0,men,6,4,0,0
6431,4,11,4,0,men,6,4,0,0
6432,4,11,4,0,men,6,4,0,0
6433,4,11,4,0,men,6,4,0,0
6434,4,11,4,0,men,6,4,0,0
6435,4,11,4,0,men,6,4,0,0
6436,4,11,4,0,men,6,4,0,0
6437,4,11,4,0,men,6,4,0,0
6438,4,11,4,0,men,6,4,0,0
6439,4,11,4,0,men,5,4,0,0
6440,4,11,4,0,men,5,4,0,0
6441,4,11,4,0,men,5,4,0,0
6442,4,11,4,0,men,5,4,0,0
6443,4,11,4,0,men,5,4,0,0
6444,4,11,4,0,men,5,4,0,0
6445,4,11,4,0,men,5,4,0,0
6446,4,11,4,0,men,4,4,0,0
6447,4,11,4,0,men,4,4,0,0
6448,4,11,4,0,men,3,5,0,0
6449,4,11,4,0,men,3,5,0,0
6450,4,11,4,0,men,3,4,0,0
6451,4,11,4,0,men,3,4,0,0
6452,4,11,4,0,men,3,4,0,0
6453,4,11,4,0,men,3,4,0,0
6454,4,11,4,0,men,3,4,0,0
6455,4,11,4,0,men,3,4,0,0
6456,4,11,4,0,men,3,4,0,0
6457,4,11,4,0,men,3,4,0,0
6458,4,11,4,0,men,3,4,0,0
6459,4,11,4,0,men,3,4,0,0
6460,4,11,4,0,men,4,4,0,0
6461,4,11,4,0,men,4,4,0,0
6462,4,11,4,0,men,4,4,0,0
6463,4,11,4,0,men,4,4,0,0
6464,4,11,4,0,men,4,4,0,0
6465,4,11,4,0,men,4,4,0,0
6466,4,11,4,0,men,4,4,0,0
6467,4,11,4,0,men,4,4,0,0
6468,4,11,4,0,men,3,5,0,0
6469,4,11,4,0,men,3,5,0,0
6470,4,11,4,0,men,3,5,0,0
6471,4,11,4,0,men,3,5,0,0
6472,4,11,4,0,men,3,5,0,0
6473,4,11,4,0,men,3,5,0,0
6474,4,11,4,0,men,3,5,0,0
6475,4,11,4,0,men,3,5,0,0
6476,4,11,4,0,men,2,5,0,1
6477,4,11,4,0,men,2,5,0,1
6478,4,11,4,0,men,2,5,0,1
6479,4,11,4,0,men,2,5,0,1
6480,4,12,4,0,men,1,5,0,2
6481,4,12,4,0,men,1,5,0,2
6482,4,12,4,0,men,1,5,0,2
6483,4,12,4,0,men,1,5,0,2
6484,4,12,4,0,men,1,5,0,2
6485,4,12,4,0,men,1,5,0,2
6486,4,12,4,0,men,1,5,0,2
6487,4,12,4,0,men,1,5,0,2
6488,4,12,4,0,men,1,5,0,2
6489,4,12,4,0,men,1,5,0,2
6490,4,12,4,0,men,1,5,0,2
6491,4,12,4,0,men,1,5,0,2
6492,4,12,4,0,men,1,5,0,2
6493,4,12,4,0,men,2,5,0,2
6494,4,12,4,0,men,2,5,0,2
6495,4,12,4,0,men,2,5,0,2
6496,4,12,4,0,men,2,5,0,2
6497,4,12,4,0,men,3,5,0,2
6498,4,12,4,0,men,3,5,0,2
6499,4,12,4,0,men,3,5,0,2
6500,4,12,4,0,men,3,5,0,2
6501,4,12,4,0,men,4,5,0,2
6502,4,12,4,0,men,4,5,0,2
6503,4,12,4,0,men,4,5,0,2
6504,4,12,4,0,men,4,5,0,2
6505,4,12,4,0,men,4,5,0,2
6506,4,12,4,0,men,4,5,0,2
6507,4,12,4,0,men,4,5,0,2
6508,4,12,4,0,men,4,5,0,2
6509,4,12,4,0,men,4,5,0,2
6510,4,12,4,0,men,4,5,0,2
6511,4,12,4,0,men,4,5,0,2
6512,4,12,4,0,men,4,5,0,2
6513,4,12,4,0,men,4,5,0,2
6514,4,12,4,0,men,4,5,0,2
6515,4,12,4,0,men,4,5,0,2
6516,4,12,4,0,men,4,5,0,1
6517,4,12,4,0,men,3,5,0,2
6518,4,12,4,0,men,3,5,0,2
6519,4,12,4,0,men,3,5,0,2
6520,4,12,4,0,men,3,5,0,2
6521,4,12,4,0,men,3,5,0,2
6522,4,12,4,0,men,3,5,0,2
6523,4,12,4,0,men,3,5,0,2
6524,4,12,4,0,men,3,5,0,2
6525,4,12,4,0,men,3,5,0,2
6526,4,12,4,0,men,3,5,0,2
6527,4,12,4,0,men,3,5,0,2
6528,4,12,4,0,men,3,5,0,2
6529,4,12,4,0,men,3,5,0,2
6530,4,12,4,0,men,4,5,0,1
6531,4,12,4,0,men,4,5,0,1
6532,4,12,4,0,men,4,5,0,0
6533,4,12,4,0,men,5,5,0,0
6534,4,12,4,0,men,5,5,0,0
6535,4,12,4,0,men,5,5,0,0
6536,4,12,4,0,men,5,5,0,0
6537,4,12,4,0,men,4,5,0,1
6538,4,12,4,0,men,4,5,0,1
6539,4,12,4,0,men,4,5,0,1
6540,4,13,4,0,men,4,5,0,1
6541,4,13,4,0,men,4,5,0,1
6542,4,13,4,0,men,4,5,0,1
6543,4,13,4,0,men,5,5,0,1
6544,4,13,4,0,men,5,5,0,0
6545,4,13,4,0,men,5,5,0,0
6546,4,13,4,0,men,5,5,0,0
6547,4,13,4,0,men,4,5,0,0
6548,4,13,4,0,men,4,5,0,0
6549,4,13,4,0,men,5,5,0,0
6550,4,13,4,0,men,4,5,0,1
6551,4,13,4,0,men,4,5,0,1
6552,4,13,4,0,men,4,5,0,1
6553,4,13,4,0,men,4,5,0,1
6554,4,13,4,0,men,4,5,0,1
6555,4,13,4,0,men,4,5,0,1
6556,4,13,4,0,men,4,5,0,1
6557,4,13,4,0,men,4,5,0,1
6558,4,13,4,0,men,4,5,0,1
6559,4,13,4,0,men,4,5,0,1
6560,4,13,4,0,men,4,5,0,1
6561,4,13,4,0,men,4,5,0,1
6562,4,13,4,0,men,4,5,0,1
6563,4,13,4,0,men,4,5,0,1
6564,4,13,4,0,men,5,5,0,1
6565,4,13,4,0,men,5,5,0,1
6566,4,13,4,0,men,5,5,0,1
6567,4,13,4,0,men,5,5,0,1
6568,4,13,4,0,men,5,5,0,1
6569,4,13,4,0,men,5,5,0,1
6570,4,13,4,0,men,5,5,0,1
6571,4,13,4,0,men,5,5,0,0
6572,4,13,4,0,men,5,5,0,0
6573,4,13,4,0,men,5,5,0,0
6574,4,13,4,0,men,5,5,0,0
6575,4,13,4,0,men,5,5,0,0
6576,4,13,4,0,men,5,5,0,0
6577,4,13,4,0,men,5,5,0,0
6578,4,13,4,0,men,5,5,0,0
6579,4,13,4,0,men,5,5,0,0
6580,4,13,4,0,men,5,5,0,0
6581,4,13,4,0,men,4,5,0,0
6582,4,13,4,0,men,4,5,0,0
6583,4,13,4,0,men,4,5,0,0
6584,4,13,4,0,men,4,5,0,0
6585,4,13,4,0,men,4,5,0,0
6586,4,13,4,0,men,3,5,0,1
6587,4,13,4,0,men,3,5,0,1
6588,4,13,4,0,men,3,5,0,1
6589,4,13,4,0,men,3,5,0,1
6590,4,13,4,0,men,3,5,0,1
6591,4,13,4,0,men,3,5,0,1
6592,4,13,4,0,men,3,5,0,1
6593,4,13,4,0,men,3,5,0,1
6594,4,13,4,0,men,3,5,0,1
6595,4,13,4,0,men,3,5,0,1
6596,4,13,4,0,men,3,5,0,1
6597,4,13,4,0,men,2,5,0,2
6598,4,13,4,0,men,2,5,0,2
6599,4,13,4,0,men,2,5,0,2
6600,4,14,4,0,men,1,5,0,3
6601,4,14,4,0,men,1,5,0,3
6602,4,14,4,0,men,1,5,0,3
6603,4,14,4,0,men,1,5,0,3
6604,4,14,4,0,men,1,5,0,3
6605,4,14,4,0,men,1,5,0,3
6606,4,14,4,0,men,1,5,0,3
6607,4,14,4,0,men,1,5,0,3
6608,4,14,4,0,men,1,5,0,3
6609,4,14,4,0,men,1,5,0,3
6610,4,14,4,0,men,1,5,0,3
6611,4,14,4,0,men,1,5,0,3
6612,4,14,4,0,men,1,5,0,3
6613,4,14,4,0,men,1,5,0,3
6614,4,14,4,0,men,1,5,0,3
6615,4,14,4,0,men,1,5,0,3
6616,4,14,4,0,men,1,5,0,3
6617,4,14,4,0,men,0,5,0,3
6618,4,14,4,0,men,0,5,0,3
6619,4,14,4,0,men,0,5,0,3
6620,4,14,4,0,men,0,5,0,3
6621,4,14,4,0,men,0,5,0,3
6622,4,14,4,0,men,0,5,0,3
6623,4,14,4,0,men,0,5,0,3
6624,4,14,4,0,men,0,5,0,3
6625,4,14,4,0,men,0,5,0,3
6626,4,14,4,0,men,0,5,0,3
6627,4,14,4,0,men,0,5,0,3
6628,4,14,4,0,men,0,5,0,3
6629,4,14,4,0,men,0,5,0,3
6630,4,14,4,0,men,0,5,0,2
6631,4,14,4,0,men,0,5,0,2
6632,4,14,4,0,men,0,5,0,2
6633,4,14,4,0,men,0,5,0,2
6634,4,14,4,0,men,0,5,0,2
6635,4,14,4,0,men,0,5,0,2
6636,4,14,4,0,men,0,5,0,2
6637,4,14,4,0,men,0,5,0,2
6638,4,14,4,0,men,0,5,0,0
6639,4,14,4,0,men,0,5,0,0
6640,4,14,4,0,men,0,5,0,0
6641,4,14,4,0,men,0,4,0,0
6642,4,14,4,0,men,0,4,0,0
6643,4,14,4,0,men,0,4,0,0
6644,4,14,4,0,men,0,4,0,0
6645,4,14,4,0,men,0,4,0,0
6646,4,14,4,0,men,0,4,0,0
6647,4,14,4,0,men,0,4,0,0
6648,4,14,4,0,men,0,4,0,0
6649,4,14,4,0,men,0,4,0,0
6650,4,14,4,0,men,0,4,0,0
6651,4,14,4,0,men,0,4,0,0
6652,4,14,4,0,men,0,4,0,0
6653,4,14,4,0,men,0,4,0,0
6654,4,14,4,0,men,0,4,0,0
6655,4,14,4,0,men,0,4,0,0
6656,4,14,4,0,men,0,4,0,0
6657,4,14,4,0,men,0,4,0,0
6658,4,14,4,0,men,0,4,0,0
6659,4,14,4,0,men,0,4,0,0
6660,4,15,4,0,men,0,4,0,0
6661,4,15,4,0,men,0,4,0,0
6662,4,15,4,0,men,0,4,0,0
6663,4,15,4,0,men,0,4,0,0
6664,4,15,4,0,men,0,4,0,0
6665,4,15,4,0,men,1,4,0,0
6666,4,15,4,0,men,1,4,0,0
6667,4,15,4,0,men,1,4,0,0
6668,4,15,4,0,men,1,3,0,0
6669,4,15,4,0,men,1,3,0,0
6670,4,15,4,0,men,1,3,0,0
6671,4,15,4,0,men,1,3,0,0
6672,4,15,4,0,men,1,3,0,0
6673,4,15,4,0,men,2,3,0,0
6674,4,15,4,0,men,2,3,0,0
6675,4,15,4,0,men,2,3,0,0
6676,4,15,4,0,men,2,3,0,0
6677,4,15,4,0,men,2,3,0,0
6678,4,15,4,0,men,2,3,0,0
6679,4,15,4,0,men,2,3,0,0
6680,4,15,4,0,men,2,3,0,0
6681,4,15,4,0,men,2,3,0,0
6682,4,15,4,0,men,2,3,0,0
6683,4,15,4,0,men,2,3,0,0
6684,4,15,4,0,men,2,3,0,0
6685,4,15,4,0,men,2,3,0,0
6686,4,15,4,0,men,2,3,0,0
6687,4,15,4,0,men,2,3,0,0
6688,4,15,4,0,men,2,3,0,0
6689,4,15,4,0,men,2,3,0,0
6690,4,15,4,0,men,2,3,0,0
6691,4,15,4,0,men,2,3,0,0
6692,4,15,4,0,men,2,3,0,0
6693,4,15,4,0,men,2,3,0,0
6694,4,15,4,0,men,2,3,0,0
6695,4,15,4,0,men,2,3,0,0
6696,4,15,4,0,men,2,3,0,0
6697,4,15,4,0,men,2,3,0,0
6698,4,15,4,0,men,2,3,0,0
6699,4,15,4,0,men,2,3,0,0
6700,4,15,4,0,men,2,3,0,0
6701,4,15,4,0,men,2,3,0,0
6702,4,15,4,0,men,2,3,0,0
6703,4,15,4,0,men,3,3,0,0
6704,4,15,4,0,men,3,3,0,0
6705,4,15,4,0,men,3,3,0,0
6706,4,15,4,0,men,3,4,0,0
6707,4,15,4,0,men,3,4,0,0
6708,4,15,4,0,men,3,4,0,0
6709,4,15,4,0,men,4,4,0,0
6710,4,15,4,0,men,4,4,0,0
6711,4,15,4,0,men,4,4,0,0
6712,4,15,4,0,men,4,4,0,0
6713,4,15,4,0,men,4,4,0,0
6714,4,15,4,0,men,4,4,0,0
6715,4,15,4,0,men,4,4,0,0
6716,4,15,4,0,men,4,4,0,0
6717,4,15,4,0,men,4,4,0,0
6718,4,15,4,0,men,4,4,0,0
6719,4,15,4,0,men,3,5,0,0
6720,4,16,4,0,men,3,5,0,0
6721,4,16,4,0,men,3,5,0,0
6722,4,16,4,0,men,3,5,0,0
6723,4,16,4,0,men,4,5,0,0
6724,4,16,4,0,men,4,5,0,0
6725,4,16,4,0,men,5,5,0,0
6726,4,16,4,0,men,5,5,0,0
6727,4,16,4,0,men,5,5,0,0
6728,4,16,4,0,men,5,5,0,0
6729,4,16,4,0,men,5,5,0,0
6730,4,16,4,0,men,5,5,0,0
6731,4,16,4,0,men,5,5,0,0
6732,4,16,4,0,men,5,5,0,0
6733,4,16,4,0,men,5,5,0,0
6734,4,16,4,0,men,5,5,0,0
6735,4,16,4,0,men,5,5,0,0
6736,4,16,4,0,men,5,5,0,0
6737,4,16,4,0,men,5,5,0,0
6738,4,16,4,0,men,6,4,0,0
6739,4,16,4,0,men,6,4,0,0
6740,4,16,4,0,men,6,4,0,0
6741,4,16,4,0,men,6,4,0,0
6742,4,16,4,0,men,6,4,0,0
6743,4,16,4,0,men,6,3,0,0
6744,4,16,4,0,men,6,3,0,0
6745,4,16,4,0,men,6,3,0,0
6746,4,16,4,0,men,5,4,0,0
6747,4,16,4,0,men,5,4,0,0
6748,4,16,4,0,men,5,4,0,0
6749,4,16,4,0,men,5,4,0,0
6750,4,16,4,0,men,5,4,0,0
6751,4,16,4,0,men,5,5,0,0
6752,4,16,4,0,men,5,5,0,0
6753,4,16,4,0,men,5,5,0,0
6754,4,16,4,0,men,4,5,0,1
6755,4,16,4,0,men,4,5,0,1
6756,4,16,4,0,men,4,5,0,1
6757,4,16,4,0,men,4,5,0,1
6758,4,16,4,0,men,4,5,0,1
6759,4,16,4,0,men,4,5,0,1
6760,4,16,4,0,men,4,5,0,1
6761,4,16,4,0,men,4,5,0,1
6762,4,16,4,0,men,4,5,0,1
6763,4,16,4,0,men,4,5,0,1
6764,4,16,4,0,men,4,5,0,1
6765,4,16,4,0,men,4,5,0,1
6766,4,16,4,0,men,4,5,0,1
6767,4,16,4,0,men,4,5,0,1
6768,4,16,4,0,men,4,5,0,1
6769,4,16,4,0,men,4,5,0,1
6770,4,16,4,0,men,4,5,0,1
6771,4,16,4,0,men,4,5,0,1
6772,4,16,4,0,men,3,5,0,1
6773,4,16,4,0,men,3,5,0,1
6774,4,16,4,0,men,3,5,0,1
6775,4,16,4,0,men,4,5,0,1
6776,4,16,4,0,men,4,5,0,1
6777,4,16,4,0,men,4,5,0,1
6778,4,16,4,0,men,4,5,0,1
6779,4,16,4,0,men,4,5,0,1
6780,4,17,4,0,men,4,5,0,1
6781,4,17,4,0,men,3,5,0,2
6782,4,17,4,0,men,3,5,0,2
6783,4,17,4,0,men,4,5,0,2
6784,4,17,4,0,men,4,5,0,2
6785,4,17,4,0,men,4,5,0,2
6786,4,17,4,0,men,4,5,0,2
6787,4,17,4,0,men,4,5,0,2
6788,4,17,4,0,men,3,5,0,3
6789,4,17,4,0,men,2,5,0,3
6790,4,17,4,0,men,2,5,0,3
6791,4,17,4,0,men,2,5,0,3
6792,4,17,4,0,men,2,5,0,3
6793,4,17,4,0,men,2,5,0,3
6794,4,17,4,0,men,2,5,0,3
6795,4,17,4,0,men,2,5,0,3
6796,4,17,4,0,men,2,5,0,3
6797,4,17,4,0,men,2,5,0,3
6798,4,17,4,0,men,2,5,0,3
6799,4,17,4,0,men,2,5,0,3
6800,4,17,4,0,men,2,5,0,3
6801,4,17,4,0,men,2,5,0,3
6802,4,17,4,0,men,2,5,0,3
6803,4,17,4,0,men,2,5,0,3
6804,4,17,4,0,men,2,5,0,3
6805,4,17,4,0,men,2,5,0,3
6806,4,17,4,0,men,2,5,0,3
6807,4,17,4,0,men,2,5,0,3
6808,4,17,4,0,men,2,5,0,3
6809,4,17,4,0,men,2,5,0,3
6810,4,17,4,0,men,2,5,0,2
6811,4,17,4,0,men,2,5,0,2
6812,4,17,4,0,men,2,5,0,2
6813,4,17,4,0,men,2,5,0,2
6814,4,17,4,0,men,2,5,0,2
6815,4,17,4,0,men,2,5,0,2
6816,4,17,4,0,men,2,5,0,2
6817,4,17,4,0,men,2,5,0,2
6818,4,17,4,0,men,2,5,0,2
6819,4,17,4,0,men,2,5,0,2
6820,4,17,4,0,men,2,5,0,2
6821,4,17,4,0,men,1,5,0,2
6822,4,17,4,0,men,1,5,0,2
6823,4,17,4,0,men,1,5,0,2
6824,4,17,4,0,men,1,5,0,2
6825,4,17,4,0,men,0,5,0,3
6826,4,17,4,0,men,0,5,0,3
6827,4,17,4,0,men,0,5,0,3
6828,4,17,4,0,men,0,5,0,3
6829,4,17,4,0,men,0,5,0,3
6830,4,17,4,0,men,0,5,0,3
6831,4,17,4,0,men,0,5,0,3
6832,4,17,4,0,men,0,5,0,3
6833,4,17,4,0,men,0,5,0,3
6834,4,17,4,0,men,1,5,0,3
6835,4,17,4,0,men,1,5,0,3
6836,4,17,4,0,men,1,5,0,3
6837,4,17,4,0,men,1,5,0,3
6838,4,17,4,0,men,1,5,0,3
6839,4,17,4,0,men,1,5,0,3
6840,4,18,4,0,men,1,5,0,3
6841,4,18,4,0,men,1,5,0,3
6842,4,18,4,0,men,1,5,0,3
6843,4,18,4,0,men,1,5,0,3
6844,4,18,4,0,men,1,5,0,2
6845,4,18,4,0,men,1,5,0,2
6846,4,18,4,0,men,1,5,0,2
6847,4,18,4,0,men,1,5,0,2
6848,4,18,4,0,men,1,5,0,2
6849,4,18,4,0,men,1,5,0,2
6850,4,18,4,0,men,1,5,0,2
6851,4,18,4,0,men,1,5,0,2
6852,4,18,4,0,men,1,5,0,2
6853,4,18,4,0,men,1,5,0,2
6854,4,18,4,0,men,1,5,0,2
6855,4,18,4,0,men,1,5,0,2
6856,4,18,4,0,men,1,5,0,2
6857,4,18,4,0,men,1,5,0,2
6858,4,18,4,0,men,1,5,0,2
6859,4,18,4,0,men,1,5,0,2
6860,4,18,4,0,men,1,5,0,2
6861,4,18,4,0,men,1,5,0,2
6862,4,18,4,0,men,1,5,0,2
6863,4,18,4,0,men,1,5,0,1
6864,4,18,4,0,men,1,5,0,0
6865,4,18,4,0,men,1,5,0,0
6866,4,18,4,0,men,1,5,0,0
6867,4,18,4,0,men,1,5,0,0
6868,4,18,4,0,men,1,5,0,0
6869,4,18,4,0,men,1,5,0,0
6870,4,18,4,0,men,1,5,0,0
6871,4,18,4,0,men,1,5,0,0
6872,4,18,4,0,men,1,5,0,0
6873,4,18,4,0,men,1,5,0,0
6874,4,18,4,0,men,1,5,0,0
6875,4,18,4,0,men,1,5,0,0
6876,4,18,4,0,men,1,5,0,0
6877,4,18,4,0,men,1,5,0,0
6878,4,18,4,0,men,1,5,0,0
6879,4,18,4,0,men,1,5,0,0
6880,4,18,4,0,men,1,5,0,0
6881,4,18,4,0,men,2,5,0,0
6882,4,18,4,0,men,2,5,0,0
6883,4,18,4,0,men,2,5,0,0
6884,4,18,4,0,men,1,5,0,1
6885,4,18,4,0,men,1,5,0,1
6886,4,18,4,0,men,1,5,0,1
6887,4,18,4,0,men,1,5,0,1
6888,4,18,4,0,men,1,5,0,1
6889,4,18,4,0,men,2,5,0,1
6890,4,18,4,0,men,2,5,0,1
6891,4,18,4,0,men,2,5,0,1
6892,4,18,4,0,men,2,5,0,1
6893,4,18,4,0,men,2,5,0,1
6894,4,18,4,0,men,2,5,0,1
6895,4,18,4,0,men,2,5,0,1
6896,4,18,4,0,men,2,5,0,1
6897,4,18,4,0,men,2,5,0,1
6898,4,18,4,0,men,3,5,0,1
6899,4,18,4,0,men,3,5,0,1
6900,4,19,4,0,men,3,5,0,1
6901,4,19,4,0,men,3,5,0,1
6902,4,19,4,0,men,3,5,0,1
6903,4,19,4,0,men,3,5,0,1
6904,4,19,4,0,men,3,5,0,1
6905,4,19,4,0,men,4,5,0,1
6906,4,19,4,0,men,4,5,0,1
6907,4,19,4,0,men,5,5,0,1
6908,4,19,4,0,men,6,5,0,1
6909,4,19,4,0,men,6,5,0,1
6910,4,19,4,0,men,6,5,0,1
6911,4,19,4,0,men,6,5,0,1
6912,4,19,4,0,men,7,5,0,1
6913,4,19,4,0,men,7,5,0,1
6914,4,19,4,0,men,7,5,0,1
6915,4,19,4,0,men,7,5,0,1
6916,4,19,4,0,men,8,5,0,1
6917,4,19,4,0,men,8,5,0,1
6918,4,19,4,0,men,8,5,0,1
6919,4,19,4,0,men,8,5,0,0
6920,4,19,4,0,men,8,5,0,0
6921,4,19,4,0,men,8,5,0,0
6922,4,19,4,0,men,8,5,0,0
6923,4,19,4,0,men,8,5,0,0
6924,4,19,4,0,men,8,5,0,0
6925,4,19,4,0,men,7,5,0,1
6926,4,19,4,0,men,7,5,0,1
6927,4,19,4,0,men,7,5,0,0
6928,4,19,4,0,men,7,5,0,0
6929,4,19,4,0,men,7,5,0,1
6930,4,19,4,0,men,8,5,0,1
6931,4,19,4,0,men,8,5,0,1
6932,4,19,4,0,men,8,5,0,1
6933,4,19,4,0,men,8,5,0,0
6934,4,19,4,0,men,8,5,0,0
6935,4,19,4,0,men,8,5,0,0
6936,4,19,4,0,men,9,5,0,0
6937,4,19,4,0,men,9,5,0,0
6938,4,19,4,0,men,9,5,0,0
6939,4,19,4,0,men,9,5,0,0
6940,4,19,4,0,men,9,5,0,0
6941,4,19,4,0,men,9,5,0,0
6942,4,19,4,0,men,9,5,0,0
6943,4,19,4,0,men,10,5,0,0
6944,4,19,4,0,men,10,5,0,0
6945,4,19,4,0,men,10,5,1,0
6946,4,19,4,0,men,10,5,1,0
6947,4,19,4,0,men,10,5,1,0
6948,4,19,4,0,men,10,5,1,0
6949,4,19,4,0,men,10,5,0,1
6950,4,19,4,0,men,10,5,0,1
6951,4,19,4,0,men,10,5,0,1
6952,4,19,4,0,men,10,5,0,1
6953,4,19,4,0,men,9,5,0,3
6954,4,19,4,0,men,9,5,0,3
6955,4,19,4,0,men,9,5,0,3
6956,4,19,4,0,men,8,5,0,4
6957,4,19,4,0,men,8,5,0,4
6958,4,19,4,0,men,7,5,0,5
6959,4,19,4,0,men,7,5,0,5
6960,4,20,4,0,men,7,5,0,5
6961,4,20,4,0,men,7,5,0,5
6962,4,20,4,0,men,7,5,0,5
6963,4,20,4,0,men,7,5,0,5
6964,4,20,4,0,men,8,5,0,5
6965,4,20,4,0,men,8,5,0,5
6966,4,20,4,0,men,9,5,0,5
6967,4,20,4,0,men,9,5,0,5
6968,4,20,4,0,men,10,5,0,5
6969,4,20,4,0,men,10,5,0,5
6970,4,20,4,0,men,10,5,0,4
6971,4,20,4,0,men,10,5,0,4
6972,4,20,4,0,men,10,5,0,4
6973,4,20,4,0,men,10,5,0,4
6974,4,20,4,0,men,10,5,0,4
6975,4,20,4,0,men,10,5,0,4
6976,4,20,4,0,men,10,5,0,4
6977,4,20,4,0,men,10,5,0,4
6978,4,20,4,0,men,10,5,0,4
6979,4,20,4,0,men,10,5,1,4
6980,4,20,4,0,men,10,5,1,4
6981,4,20,4,0,men,10,5,0,5
6982,4,20,4,0,men,10,5,0,5
6983,4,20,4,0,men,10,5,0,5
6984,4,20,4,0,men,10,5,0,5
6985,4,20,4,0,men,10,5,0,5
6986,4,20,4,0,men,9,5,0,4
6987,4,20,4,0,men,10,5,0,4
6988,4,20,4,0,men,10,5,0,4
6989,4,20,4,0,men,10,5,0,4
6990,4,20,4,0,men,10,5,0,4
6991,4,20,4,0,men,10,5,0,4
6992,4,20,4,0,men,9,5,0,5
6993,4,20,4,0,men,9,5,0,5
6994,4,20,4,0,men,10,5,0,5
6995,4,20,4,0,men,10,5,0,5
6996,4,20,4,0,men,10,5,0,5
6997,4,20,4,0,men,10,5,0,5
6998,4,20,4,0,men,9,5,0,6
6999,4,20,4,0,men,9,5,0,7
7000,4,20,4,0,men,9,5,0,7
7001,4,20,4,0,men,9,5,0,7
7002,4,20,4,0,men,9,5,0,6
7003,4,20,4,0,men,9,5,0,6
7004,4,20,4,0,men,7,5,0,7
7005,4,20,4,0,men,7,5,0,7
7006,4,20,4,0,men,6,5,0,8
7007,4,20,4,0,men,6,5,0,8
7008,4,20,4,0,men,5,5,0,8
7009,4,20,4,0,men,5,5,0,7
7010,4,20,4,0,men,5,5,0,7
7011,4,20,4,0,men,5,5,0,6
7012,4,20,4,0,men,5,5,0,6
7013,4,20,4,0,men,5,5,0,6
7014,4,20,4,0,men,5,5,0,6
7015,4,20,4,0,men,5,5,0,5
7016,4,20,4,0,men,5,5,0,5
7017,4,20,4,0,men,5,5,0,5
7018,4,20,4,0,men,5,5,0,5
7019,4,20,4,0,men,5,5,0,5
7020,4,21,4,0,men,5,5,0,4
7021,4,21,4,0,men,5,5,0,3
7022,4,21,4,0,men,5,5,0,3
7023,4,21,4,0,men,5,5,0,3
7024,4,21,4,0,men,5,5,0,3
7025,4,21,4,0,men,5,5,0,3
7026,4,21,4,0,men,6,5,0,3
7027,4,21,4,0,men,7,5,0,3
7028,4,21,4,0,men,7,5,0,3
7029,4,21,4,0,men,7,5,0,3
7030,4,21,4,0,men,7,5,0,3
7031,4,21,4,0,men,7,5,0,3
7032,4,21,4,0,men,7,5,0,3
7033,4,21,4,0,men,8,5,0,3
7034,4,21,4,0,men,7,5,0,4
7035,4,21,4,0,men,7,5,0,4
7036,4,21,4,0,men,7,5,0,4
7037,4,21,4,0,men,7,5,0,4
7038,4,21,4,0,men,7,5,0,4
7039,4,21,4,0,men,7,5,0,5
7040,4,21,4,0,men,7,5,0,5
7041,4,21,4,0,men,7,5,0,5
7042,4,21,4,0,men,7,5,0,5
7043,4,21,4,0,men,7,5,0,5
7044,4,21,4,0,men,7,5,0,5
7045,4,21,4,0,men,7,5,0,5
7046,4,21,4,0,men,5,5,0,6
7047,4,21,4,0,men,5,5,0,4
7048,4,21,4,0,men,5,5,0,4
7049,4,21,4,0,men,5,5,0,4
7050,4,21,4,0,men,5,5,0,4
7051,4,21,4,0,men,5,5,0,4
7052,4,21,4,0,men,5,5,0,3
7053,4,21,4,0,men,5,5,0,3
7054,4,21,4,0,men,5,5,0,3
7055,4,21,4,0,men,5,5,0,3
7056,4,21,4,0,men,4,5,0,4
7057,4,21,4,0,men,4,5,0,4
7058,4,21,4,0,men,4,5,0,4
7059,4,21,4,0,men,4,5,0,4
7060,4,21,4,0,men,4,5,0,4
7061,4,21,4,0,men,4,5,0,4
7062,4,21,4,0,men,4,5,0,4
7063,4,21,4,0,men,4,5,0,4
7064,4,21,4,0,men,4,5,0,4
7065,4,21,4,0,men,4,5,0,4
7066,4,21,4,0,men,4,5,0,4
7067,4,21,4,0,men,4,5,0,4
7068,4,21,4,0,men,4,5,0,4
7069,4,21,4,0,men,4,5,0,4
7070,4,21,4,0,men,4,5,0,4
7071,4,21,4,0,men,4,5,0,4
7072,4,21,4,0,men,5,5,0,4
7073,4,21,4,0,men,5,5,0,4
7074,4,21,4,0,men,5,5,0,3
